osm_id,osm_name,final_lams_id
5948290608-5948288647-0,דקל,8975.0
5948290609-5951711929-0,רותם,9120.0
5948290609-5949897828-0,בן גוריון,8957.0
5948290609-5951711927-0,בן גוריון,8957.0
5948290610-5949893564-0,רימון,9128.0
5948290610-5948290822-0,רימון,9128.0
5948290612-12389808374-0,גולדה מאיר,8965.0
5948290612-5948290625-0,גולדה מאיר,8965.0
5948290613-5948289942-0,רימון,9128.0
5948290615-5948289906-0,בן צבי,8960.0
5948290616-5948289930-0,רימון,9128.0
5948290623-5948290791-0,חיים ויצמן,nan
5948290623-5948289768-0,חיים ויצמן,nan
5948290624-5948289974-0,כליל החורש,9069.0
5948290624-5948290123-0,כליל החורש,9069.0
5948290625-5948290612-0,גולדה מאיר,8965.0
5948290625-5948290131-0,גולדה מאיר,8965.0
5948290627-5935452871-0,דקל,8975.0
5948290627-5948290649-0,דקל,8975.0
5948290629-5948290659-0,רימון,9128.0
5948290629-5948290679-0,רימון,9128.0
5948290631-5948290633-0,בן גוריון,8957.0
5948290633-5948289691-0,בן גוריון,8957.0
5948290635-5948290822-0,רימון,9128.0
5948290635-5948289954-0,רימון,9128.0
5948290636-5948289693-0,השקמה,nan
5948290636-5948289727-0,השקמה,nan
5948290637-5948289888-0,פיקוס,9104.0
5948290637-5948289767-0,פיקוס,9104.0
5948290638-5948289910-0,פיקוס,9104.0
5948290638-5948289888-0,פיקוס,9104.0
5948290639-5948290649-0,דקל,8975.0
5948290639-5948290801-0,דקל,8975.0
5948290640-5948288682-0,בן צבי,8960.0
5948290641-5948290120-0,דולב,8971.0
5948290641-5948290585-0,דולב,8971.0
5948290642-5948289895-0,חיים ויצמן,nan
5948290643-5948290123-0,כליל החורש,9069.0
5948290643-5948290179-0,כליל החורש,9069.0
5948290644-5948289765-0,חיים ויצמן,nan
5948290644-5948290792-0,חיים ויצמן,nan
5948290645-5948289711-0,בן צבי,8960.0
5948290645-5949897824-0,בן צבי,8960.0
5948290646-5948289710-0,שיטה,9145.0
5948290646-5948289946-0,שיטה,9145.0
5948290648-5948289984-0,בן גוריון,8957.0
5948290648-5948289740-0,בן גוריון,8957.0
5948290649-5948290627-0,דקל,8975.0
5948290649-5948290639-0,דקל,8975.0
5948290650-5948289923-0,חיים ויצמן,nan
5948290651-5949903960-0,צפצפה,9110.0
5948290651-5948289743-0,צפצפה,9110.0
5948290653-5948290180-0,אשל,8950.0
5948290653-5948289973-0,"זלמן שז""ר",
5948290653-5948290181-0,"זלמן שז""ר",
5948290654-5948289727-0,השקמה,nan
5948290654-5948289925-0,השקמה,nan
5948290655-5948290157-0,כליל החורש,9069.0
5948290655-5948289974-0,כליל החורש,9069.0
5948290658-5948290669-0,חיים ויצמן,nan
5948290659-5948290107-0,רימון,9128.0
5948290659-5948290629-0,רימון,9128.0
5948290660-5948288672-0,צפצפה,9110.0
5948290660-5948289696-0,צפצפה,9110.0
5948290660-5948289714-0,תאנה,9167.0
5948290661-5948290682-0,רימון,9128.0
5948290661-5948290813-0,רימון,9128.0
5948290662-5951711929-0,רותם,9120.0
5948290662-5948288655-0,רותם,9120.0
5948290663-5948290605-0,רימון,9128.0
5948290663-5948290107-0,רימון,9128.0
5948290664-5948289746-0,חיים ויצמן,nan
5948290665-5950008287-0,חיים ויצמן,nan
5948290666-5948289911-0,ארז,8948.0
5948290666-5948290117-0,ארז,8948.0
5948290669-5948289978-0,חיים ויצמן,nan
5948290670-5948289689-0,חיים ויצמן,nan
5948290671-5949897827-0,בן צבי,8960.0
5948290671-5949897823-0,בן צבי,8960.0
5948290673-5948289713-0,אלה,8943.0
5948290673-5948290091-0,אלה,8943.0
5948290674-5948289903-0,בן גוריון,8957.0
5948290674-5948290118-0,בן גוריון,8957.0
5948290676-5948288661-0,רימון,9128.0
5948290676-5948288649-0,רימון,9128.0
5948290677-5948290664-0,חיים ויצמן,nan
5948290679-5948290629-0,רימון,9128.0
5948290679-5948289898-0,רימון,9128.0
5948290681-2368541498-0,אלון,8944.0
5948290681-2368541500-0,אלון,8944.0
5948290682-5948289914-0,רימון,9128.0
5948290682-5948290661-0,רימון,9128.0
5948290683-5934860715-0,בן צבי,8960.0
5948290785-5948289900-0,"זלמן שז""ר",
5948290785-5948290099-0,"זלמן שז""ר",
5948290786-5948289908-0,דקל,8975.0
5948290786-5948290798-0,דקל,8975.0
5948290788-5948289954-0,רימון,9128.0
5948290788-5948288663-0,רימון,9128.0
5948290789-5948290613-0,רימון,9128.0
5948290789-5948288673-0,רימון,9128.0
5948290791-5948289958-0,חיים ויצמן,nan
5948290791-5948290623-0,חיים ויצמן,nan
5948290792-5951701738-0,"זלמן שז""ר",
5948290792-5948290590-0,"זלמן שז""ר",
5948290792-5948290644-0,חיים ויצמן,nan
5948290792-5948290831-0,חיים ויצמן,nan
5948290793-5948290143-0,השקמה,nan
5948290793-2368541506-0,השקמה,nan
5948290795-5948290797-0,בן גוריון,8957.0
5948290795-5948289980-0,בן גוריון,8957.0
5948290796-5948289952-0,תאנה,9167.0
5948290796-5948289936-0,תאנה,9167.0
5948290797-5948290118-0,בן גוריון,8957.0
5948290797-5948290795-0,בן גוריון,8957.0
5948290798-5948290786-0,דקל,8975.0
5948290798-5948289961-0,דקל,8975.0
5948290801-5948290639-0,דקל,8975.0
5948290801-5948290588-0,דקל,8975.0
5948290802-5948289782-0,צפצפה,9110.0
5948290802-5948290154-0,צפצפה,9110.0
5948290804-5948289972-0,חיים ויצמן,nan
5948290805-5948288649-0,רימון,9128.0
5948290805-5948289914-0,רימון,9128.0
5948290808-5948288679-0,ברוש,8963.0
5948290808-5948290146-0,ברוש,8963.0
5948290809-2368541407-0,בן גוריון,8957.0
5948290810-5948290670-0,חיים ויצמן,nan
5948290812-5948290155-0,חיים ויצמן,nan
5948290813-5948290661-0,רימון,9128.0
5948290813-5949893564-0,רימון,9128.0
5948290814-5948289962-0,בן צבי,8960.0
5948290814-5948289949-0,בן צבי,8960.0
5948290817-5948290164-0,ארז,8948.0
5948290817-5948289973-0,ארז,8948.0
5948290818-5948290665-0,חיים ויצמן,nan
5948290819-5948289982-0,חיים ויצמן,nan
5948290821-5948288655-0,רותם,9120.0
5948290821-5948290132-0,רותם,9120.0
5948290822-5948290610-0,רימון,9128.0
5948290822-5948290635-0,רימון,9128.0
5948290826-5948290830-0,חיים ויצמן,nan
5948290826-5948290148-0,חיים ויצמן,nan
5948290830-5948290603-0,חיים ויצמן,nan
5948290830-5948290826-0,חיים ויצמן,nan
5948290831-5948290104-0,חיים ויצמן,nan
5948290832-5948289696-0,צפצפה,9110.0
5948290832-5948290601-0,צפצפה,9110.0
5949773194-5935425025-0,שדרות מנחם בגין,nan
5949773297-5935425016-0,שדרות מנחם בגין,nan
5949888686-5948290159-0,"זלמן שז""ר",
5949888686-5948290181-0,"זלמן שז""ר",
5949893564-5948290813-0,רימון,9128.0
5949893564-5948290610-0,רימון,9128.0
5949894218-5948289893-0,השקמה,nan
5949897821-5948289780-0,בן צבי,8960.0
5949897821-5948289917-0,בן צבי,8960.0
5949897822-5948289731-0,בן גוריון,8957.0
5949897822-5948289919-0,בן גוריון,8957.0
5949897823-5948290671-0,בן צבי,8960.0
5949897823-5948290129-0,בן צבי,8960.0
5949897824-5948290645-0,בן צבי,8960.0
5949897824-5948290606-0,בן צבי,8960.0
5949897825-5951711927-0,בן גוריון,8957.0
5949897825-5948288679-0,בן גוריון,8957.0
5949897826-5948289919-0,בן גוריון,8957.0
5949897826-5948290120-0,בן גוריון,8957.0
5949897827-5948288666-0,בן צבי,8960.0
5949897827-5948290671-0,בן צבי,8960.0
5949897828-5948289947-0,בן גוריון,8957.0
5949897828-5948290609-0,בן גוריון,8957.0
5949903960-5948290154-0,צפצפה,9110.0
5949903960-5948290651-0,צפצפה,9110.0
5949909107-5948290151-0,"זלמן שז""ר",
5949909107-5948289900-0,"זלמן שז""ר",
5950008287-5950008321-0,חיים ויצמן,nan
5950008321-5948290810-0,חיים ויצמן,nan
5950033365-5948289739-0,חיים ויצמן,nan
5950033368-5948289926-0,"זלמן שז""ר",
5950033368-5948289713-0,"זלמן שז""ר",
5951701190-5948289961-0,דקל,8975.0
5951701190-5948290086-0,דקל,8975.0
5951701265-5948290129-0,בן צבי,8960.0
5951701265-5948289962-0,בן צבי,8960.0
5951701738-5948290792-0,"זלמן שז""ר",
5951701738-5948290151-0,"זלמן שז""ר",
5951711927-5948290609-0,בן גוריון,8957.0
5951711927-5949897825-0,בן גוריון,8957.0
5951711929-5948290609-0,רותם,9120.0
5951711929-5948290662-0,רותם,9120.0
5951818971-5948290102-0,פיקוס,9104.0
5951818971-5951822766-0,פיקוס,9104.0
5951822766-5951818971-0,פיקוס,9104.0
5951822766-5948288677-0,פיקוס,9104.0
5951961725-5951961857-0,משה שרת,nan
5951961725-5951961738-0,משה שרת,nan
5951961727-5951961773-0,משה שרת,nan
5951961727-5951961996-0,משה שרת,nan
5951961738-5951961725-0,משה שרת,nan
5951961738-5951961751-0,משה שרת,nan
5951961746-1936275639-0,רפאל איתן,nan
5951961751-5951961738-0,משה שרת,nan
5951961751-5951961769-0,משה שרת,nan
5951961769-5951961751-0,משה שרת,nan
5951961769-5951961773-0,משה שרת,nan
5951961773-5951961769-0,משה שרת,nan
5951961773-5951961727-0,משה שרת,nan
5951961779-1936275497-0,משה לוי,nan
5951961779-5951961836-0,משה לוי,nan
5951961790-5951962002-0,משה שרת,nan
5951961790-5951961851-0,משה שרת,nan
5951961836-5951961779-0,משה לוי,nan
5951961851-5951961790-0,משה שרת,nan
5951961851-5951961857-0,משה שרת,nan
5951961857-5951961851-0,משה שרת,nan
5951961857-5951961725-0,משה שרת,nan
5951961992-5948187519-0,משה שרת,nan
5951961992-5951962002-0,משה שרת,nan
5951961996-5951961727-0,משה שרת,nan
5951961996-1936275624-0,משה שרת,nan
5951962002-5951961992-0,משה שרת,nan
5951962002-5951961790-0,משה שרת,nan
5952002513-1936275565-0,הרב מרדכי אליהו,9025.0
5952002513-1936275526-0,הרב מרדכי אליהו,9025.0
5952085201-5952085225-0,איריס,nan
5952085201-5952109222-0,איריס,nan
5952085202-5952109186-0,ידין יגאל,9059.0
5952085202-5952109830-0,ידין יגאל,9059.0
5952085203-5952085241-0,ידין יגאל,9059.0
5952085203-5952109203-0,ידין יגאל,9059.0
5952085204-2368417833-0,חצב,9054.0
5952085204-2368417843-0,חצב,9054.0
5952085204-5952109197-0,חצב,9054.0
5952085205-5952109213-0,ידין יגאל,9059.0
5952085205-5952109829-0,ידין יגאל,9059.0
5952085206-5952085242-0,ידין יגאל,9059.0
5952085206-5952085279-0,ידין יגאל,9059.0
5952085207-5952109198-0,כנסת ישראל,9070.0
5952085207-5952085211-0,כנסת ישראל,9070.0
5952085208-5934662019-0,הרב קוק,9028.0
5952085208-5952085266-0,הרב קוק,9028.0
5952085209-5952085269-0,נורית,9093.0
5952085209-5952085210-0,ידין יגאל,9059.0
5952085209-5952085240-0,ידין יגאל,9059.0
5952085210-5952085276-0,ידין יגאל,9059.0
5952085210-5952085209-0,ידין יגאל,9059.0
5952085211-5934662242-0,המירון,9003.0
5952085211-5952085207-0,כנסת ישראל,9070.0
5952085211-5952109219-0,כנסת ישראל,9070.0
5952085221-5952085247-0,נורית,9093.0
5952085221-5952085235-0,נורית,9093.0
5952085222-5952109829-0,ידין יגאל,9059.0
5952085222-5952085243-0,ידין יגאל,9059.0
5952085223-5952085280-0,ידין יגאל,9059.0
5952085223-5952085238-0,ידין יגאל,9059.0
5952085224-2368417848-0,סחלב,9098.0
5952085224-5952109206-0,סחלב,9098.0
5952085224-1380455478-0,סחלב,9098.0
5952085225-5952085261-0,איריס,nan
5952085225-5952085201-0,איריס,nan
5952085226-5952085241-0,נופר,9091.0
5952085231-5952085268-0,דיין משה,8974.0
5952085231-5952085256-0,דיין משה,8974.0
5952085232-5952085258-0,דיין משה,8974.0
5952085232-5952109187-0,דיין משה,8974.0
5952085233-2368417854-0,הגלבוע,8986.0
5952085234-5952109208-0,איריס,nan
5952085234-5952085243-0,ידין יגאל,9059.0
5952085234-5952085251-0,ידין יגאל,9059.0
5952085234-1380455355-0,רקפת,9131.0
5952085235-5952085221-0,נורית,9093.0
5952085235-5952109199-0,נורית,9093.0
5952085236-5952085238-0,ידין יגאל,9059.0
5952085236-5952109195-0,ידין יגאל,9059.0
5952085237-5952109199-0,נורית,9093.0
5952085237-5952109196-0,נורית,9093.0
5952085238-5952085223-0,ידין יגאל,9059.0
5952085238-5952085236-0,ידין יגאל,9059.0
5952085238-5952109192-0,צבעוני,9105.0
5952085239-5952109208-0,איריס,nan
5952085239-5952085261-0,איריס,nan
5952085239-2368417856-0,איריס,nan
5952085240-5952085209-0,ידין יגאל,9059.0
5952085240-5952085256-0,ידין יגאל,9059.0
5952085241-5952085226-0,נופר,9091.0
5952085241-5952085251-0,ידין יגאל,9059.0
5952085241-5952085203-0,ידין יגאל,9059.0
5952085241-5952085262-0,יסמין,9063.0
5952085242-5952109195-0,ידין יגאל,9059.0
5952085242-5952085206-0,ידין יגאל,9059.0
5952085243-5952085222-0,ידין יגאל,9059.0
5952085243-5952085234-0,ידין יגאל,9059.0
5952085244-5952109216-0,כנסת ישראל,9070.0
5952085244-5952109190-0,כנסת ישראל,9070.0
5952085247-5952109221-0,נורית,9093.0
5952085247-5952085221-0,נורית,9093.0
5952085248-5952109196-0,נורית,9093.0
5952085248-5952085282-0,דיין משה,8974.0
5952085248-5952109211-0,דיין משה,8974.0
5952085249-5952109202-0,כנסת ישראל,9070.0
5952085249-5952109198-0,כנסת ישראל,9070.0
5952085250-5952109212-0,נורית,9093.0
5952085250-5952085270-0,נורית,9093.0
5952085251-5952085234-0,ידין יגאל,9059.0
5952085251-5952085241-0,ידין יגאל,9059.0
5952085254-5952085266-0,הרב קוק,9028.0
5952085254-5952085259-0,הרב קוק,9028.0
5952085255-5952109192-0,צבעוני,9105.0
5952085255-5952109223-0,צבעוני,9105.0
5952085256-5952085240-0,ידין יגאל,9059.0
5952085256-5952085231-0,דיין משה,8974.0
5952085256-5952109206-0,דיין משה,8974.0
5952085258-5952109211-0,דיין משה,8974.0
5952085258-5952085232-0,דיין משה,8974.0
5952085259-5952085254-0,הרב קוק,9028.0
5952085259-5952109206-0,דיין משה,8974.0
5952085259-5952109197-0,דיין משה,8974.0
5952085261-5952085239-0,איריס,nan
5952085261-5952085225-0,איריס,nan
5952085262-2368417831-0,יסמין,9063.0
5952085262-5952085241-0,יסמין,9063.0
5952085263-5952109201-0,דיין משה,8974.0
5952085263-5952179722-0,דיין משה,8974.0
5952085264-5952179722-0,דיין משה,8974.0
5952085264-5952085265-0,דיין משה,8974.0
5952085265-5952085264-0,דיין משה,8974.0
5952085265-5952085282-0,דיין משה,8974.0
5952085266-5952085208-0,הרב קוק,9028.0
5952085266-5952085254-0,הרב קוק,9028.0
5952085267-5934661105-0,יעקב מכלוף,nan
5952085267-5934762195-0,יעקב מכלוף,nan
5952085268-5952109187-0,דיין משה,8974.0
5952085268-5952085231-0,דיין משה,8974.0
5952085269-5952085209-0,נורית,9093.0
5952085269-5952109212-0,נורית,9093.0
5952085270-5952085250-0,נורית,9093.0
5952085270-5952109221-0,נורית,9093.0
5952085276-5952085279-0,ידין יגאל,9059.0
5952085276-5952085210-0,ידין יגאל,9059.0
5952085278-5952109219-0,כנסת ישראל,9070.0
5952085279-5952085206-0,ידין יגאל,9059.0
5952085279-5952085276-0,ידין יגאל,9059.0
5952085280-5952109203-0,ידין יגאל,9059.0
5952085280-5952085223-0,ידין יגאל,9059.0
5952085282-5952085265-0,דיין משה,8974.0
5952085282-5952085248-0,דיין משה,8974.0
5952085284-5934762195-0,יעקב מכלוף,nan
5952085284-5934661100-0,יעקב מכלוף,nan
5952089403-6945273615-0,המייסדים,9002.0
5952089403-6945273616-0,המייסדים,9002.0
5952109186-5952085202-0,ידין יגאל,9059.0
5952109186-5952109197-0,דיין משה,8974.0
5952109186-5952146277-0,דיין משה,8974.0
5952109187-5952085232-0,דיין משה,8974.0
5952109187-5952085268-0,דיין משה,8974.0
5952109190-5952085244-0,כנסת ישראל,9070.0
5952109190-5952109202-0,כנסת ישראל,9070.0
5952109190-5934662061-0,העצמון,9012.0
5952109192-5952085238-0,צבעוני,9105.0
5952109192-5952085255-0,צבעוני,9105.0
5952109195-5952085236-0,ידין יגאל,9059.0
5952109195-5952085242-0,ידין יגאל,9059.0
5952109196-5952085237-0,נורית,9093.0
5952109196-5952085248-0,נורית,9093.0
5952109197-5952085204-0,חצב,9054.0
5952109197-5952085259-0,דיין משה,8974.0
5952109197-5952109186-0,דיין משה,8974.0
5952109198-5952085249-0,כנסת ישראל,9070.0
5952109198-5952085207-0,כנסת ישראל,9070.0
5952109199-5952085235-0,נורית,9093.0
5952109199-5952085237-0,נורית,9093.0
5952109201-267409271-0,דיין משה,8974.0
5952109201-5952085263-0,דיין משה,8974.0
5952109202-5952109190-0,כנסת ישראל,9070.0
5952109202-5952085249-0,כנסת ישראל,9070.0
5952109203-5952085203-0,ידין יגאל,9059.0
5952109203-5952085280-0,ידין יגאל,9059.0
5952109206-5952085224-0,סחלב,9098.0
5952109206-5952085256-0,דיין משה,8974.0
5952109206-5952085259-0,דיין משה,8974.0
5952109207-2368417854-0,הגלבוע,8986.0
5952109207-5934661095-0,יעקב מכלוף,nan
5952109207-5934661996-0,יעקב מכלוף,nan
5952109208-5952085234-0,איריס,nan
5952109208-5952085239-0,איריס,nan
5952109211-5952085248-0,דיין משה,8974.0
5952109211-5952085258-0,דיין משה,8974.0
5952109212-5952085269-0,נורית,9093.0
5952109212-5952085250-0,נורית,9093.0
5952109213-5952109830-0,ידין יגאל,9059.0
5952109213-5952085205-0,ידין יגאל,9059.0
5952109216-2368417870-0,כנסת ישראל,9070.0
5952109216-5952085244-0,כנסת ישראל,9070.0
5952109217-5934662196-0,הרב קוק,9028.0
5952109217-5934662084-0,הרב קוק,9028.0
5952109219-5952085211-0,כנסת ישראל,9070.0
5952109219-5952085278-0,כנסת ישראל,9070.0
5952109221-5952085270-0,נורית,9093.0
5952109221-5952085247-0,נורית,9093.0
5952109222-5952085201-0,איריס,nan
5952109223-5952085255-0,צבעוני,9105.0
5952109223-1936275504-0,צבעוני,9105.0
5952109829-5948187020-0,חבצלת,9048.0
5952109829-5952085205-0,ידין יגאל,9059.0
5952109829-5952085222-0,ידין יגאל,9059.0
5952109830-5952109831-0,ציפורן,9109.0
5952109830-5952085202-0,ידין יגאל,9059.0
5952109830-5952109213-0,ידין יגאל,9059.0
5952109831-5952109830-0,ציפורן,9109.0
5952146277-5952109186-0,דיין משה,8974.0
5952146277-5948226480-0,דיין משה,8974.0
5952146421-5934661126-0,יעקב מכלוף,nan
5952146421-5934662083-0,יעקב מכלוף,nan
5952146690-5934661131-0,בורוכוב,8953.0
5952146690-2368575764-0,בורוכוב,8953.0
5952146726-12385746755-0,ירושלים הבירה,9067.0
5952146726-12385746759-0,ירושלים הבירה,9067.0
5952146795-5952308657-0,עדולם,
5952146795-2368419094-0,עדולם,
5952179722-5952085263-0,דיין משה,8974.0
5952179722-5952085264-0,דיין משה,8974.0
5952179728-5952402767-0,"הרמב""ם",nan
5952179760-5934661100-0,יעקב מכלוף,nan
5952205075-5952205079-0,אהבת ציון,8933.0
5952205075-5952205082-0,אהבת ציון,8933.0
5952205079-5952206400-0,אהבת ציון,8933.0
5952205079-5952205075-0,אהבת ציון,8933.0
5952205082-5952205075-0,אהבת ציון,8933.0
5952205082-5952206412-0,אהבת ציון,8933.0
5952206391-5952206414-0,מכלוף יעקב,9082.0
5952206391-5952206396-0,מכלוף יעקב,9082.0
5952206396-5952206391-0,מכלוף יעקב,9082.0
5952206396-5952206418-0,אהבת ציון,8933.0
5952206396-5952206400-0,אהבת ציון,8933.0
5952206400-5952206396-0,אהבת ציון,8933.0
5952206400-5952205079-0,אהבת ציון,8933.0
5952206409-5952388781-0,אהבת ציון,8933.0
5952206409-5952206425-0,אהבת ציון,8933.0
5952206412-5952205082-0,אהבת ציון,8933.0
5952206412-5952206421-0,אהבת ציון,8933.0
5952206412-5952367897-0,טולידנו,9056.0
5952206414-1380455130-0,מכלוף יעקב,9082.0
5952206414-5952206391-0,מכלוף יעקב,9082.0
5952206418-5952367774-0,אהבת ציון,8933.0
5952206418-5952206396-0,אהבת ציון,8933.0
5952206421-5952206412-0,אהבת ציון,8933.0
5952206421-5952388781-0,אהבת ציון,8933.0
5952206425-5952206409-0,אהבת ציון,8933.0
5952298140-1936276064-0,יהודה הלוי,9060.0
5952298140-5952408398-0,יהודה הלוי,9060.0
5952298240-5952408398-0,יהודה הלוי,9060.0
5952308636-5936674888-0,ירושלים הבירה,9067.0
5952308643-5936675025-0,עדולם,
5952308643-5936674910-0,עדולם,
5952308657-5936674947-0,עדולם,
5952308657-5952146795-0,עדולם,
5952367686-5952367694-0,יוסף טרומפלדור,nan
5952367686-5952368445-0,יוסף טרומפלדור,nan
5952367694-5952367760-0,יוסף טרומפלדור,nan
5952367694-5952367686-0,יוסף טרומפלדור,nan
5952367707-5952368443-0,מיזוג גלויות,9081.0
5952367707-5952367943-0,מיזוג גלויות,9081.0
5952367715-2368568661-0,יוסף טרומפלדור,nan
5952367717-5952368434-0,מיזוג גלויות,9081.0
5952367717-5952368428-0,מיזוג גלויות,9081.0
5952367717-2368568671-0,דבורה הנביאה,8968.0
5952367726-5952367743-0,חומה ומגדל,9049.0
5952367726-5952368402-0,חומה ומגדל,9049.0
5952367728-5952375379-0,גולומב,8966.0
5952367728-5952367905-0,העמק,9011.0
5952367728-5952368405-0,העמק,9011.0
5952367740-5952367937-0,יוסף טרומפלדור,nan
5952367740-5952367760-0,יוסף טרומפלדור,nan
5952367743-5952367778-0,חומה ומגדל,9049.0
5952367743-5952367726-0,חומה ומגדל,9049.0
5952367746-5952368231-0,חומה ומגדל,9049.0
5952367746-5952367782-0,חומה ומגדל,9049.0
5952367751-5952367965-0,חומה ומגדל,9049.0
5952367751-5952367778-0,חומה ומגדל,9049.0
5952367757-5952367907-0,גולומב,8966.0
5952367760-5952367909-0,מיזוג גלויות,9081.0
5952367760-5952367740-0,יוסף טרומפלדור,nan
5952367760-5952367694-0,יוסף טרומפלדור,nan
5952367767-5952367769-0,טולידנו,9056.0
5952367767-5952388950-0,טולידנו,9056.0
5952367769-5952367911-0,טולידנו,9056.0
5952367769-5952367767-0,טולידנו,9056.0
5952367772-5952368214-0,טולידנו,9056.0
5952367772-5952368387-0,טולידנו,9056.0
5952367773-5952367924-0,טולידנו,9056.0
5952367773-5952367779-0,טולידנו,9056.0
5952367774-5952368254-0,אהבת ציון,8933.0
5952367774-5952206418-0,אהבת ציון,8933.0
5952367778-5952367751-0,חומה ומגדל,9049.0
5952367778-5952367743-0,חומה ומגדל,9049.0
5952367779-5952367773-0,טולידנו,9056.0
5952367779-5952367911-0,טולידנו,9056.0
5952367782-5952367746-0,חומה ומגדל,9049.0
5952367782-5952367929-0,חומה ומגדל,9049.0
5952367890-12473165323-0,יוסף טרומפלדור,nan
5952367890-5952368239-0,יוסף טרומפלדור,nan
5952367897-5952206412-0,טולידנו,9056.0
5952367897-5952367924-0,טולידנו,9056.0
5952367904-5952375272-0,גולומב,8966.0
5952367904-5952368386-0,יוסף טרומפלדור,nan
5952367904-5952368229-0,יוסף טרומפלדור,nan
5952367905-5952367728-0,העמק,9011.0
5952367905-5952368400-0,טולידנו,9056.0
5952367905-12473165322-0,טולידנו,9056.0
5952367907-5952367915-0,גולומב,8966.0
5952367909-5952368407-0,מיזוג גלויות,9081.0
5952367909-5952367760-0,מיזוג גלויות,9081.0
5952367911-5952367779-0,טולידנו,9056.0
5952367911-5952367769-0,טולידנו,9056.0
5952367911-5952368412-0,הצנחנים,9014.0
5952367915-5952368223-0,גולומב,8966.0
5952367924-1380455425-0,מיזוג גלויות,9081.0
5952367924-5952367897-0,טולידנו,9056.0
5952367924-5952367773-0,טולידנו,9056.0
5952367929-5952368448-0,חומה ומגדל,9049.0
5952367929-5952367952-0,חומה ומגדל,9049.0
5952367929-5952367782-0,חומה ומגדל,9049.0
5952367933-5952367715-0,יוסף טרומפלדור,nan
5952367937-5952368227-0,יוסף טרומפלדור,nan
5952367937-5952367740-0,יוסף טרומפלדור,nan
5952367943-5952367707-0,מיזוג גלויות,9081.0
5952367943-5952368210-0,מיזוג גלויות,9081.0
5952367951-5935519667-0,שאול המלך,9137.0
5952367951-5952368247-0,שאול המלך,9137.0
5952367952-5952367929-0,חומה ומגדל,9049.0
5952367965-5952367970-0,חומה ומגדל,9049.0
5952367965-5952367751-0,חומה ומגדל,9049.0
5952367970-5952368406-0,חומה ומגדל,9049.0
5952367970-5952367965-0,חומה ומגדל,9049.0
5952367977-5952368402-0,חומה ומגדל,9049.0
5952367977-5952368231-0,חומה ומגדל,9049.0
5952368185-5952368387-0,טולידנו,9056.0
5952368185-5952375382-0,טולידנו,9056.0
5952368210-5952367943-0,מיזוג גלויות,9081.0
5952368210-5952368407-0,מיזוג גלויות,9081.0
5952368214-5952388950-0,טולידנו,9056.0
5952368214-5952367772-0,טולידנו,9056.0
5952368218-5952368405-0,העמק,9011.0
5952368218-5952368407-0,העמק,9011.0
5952368223-5952368214-0,גולומב,8966.0
5952368227-5952368229-0,יוסף טרומפלדור,nan
5952368227-5952367937-0,יוסף טרומפלדור,nan
5952368229-5952367904-0,יוסף טרומפלדור,nan
5952368229-5952368227-0,יוסף טרומפלדור,nan
5952368230-5952368416-0,מיזוג גלויות,9081.0
5952368230-5952368434-0,מיזוג גלויות,9081.0
5952368231-5952367977-0,חומה ומגדל,9049.0
5952368231-5952367746-0,חומה ומגדל,9049.0
5952368239-5952367890-0,יוסף טרומפלדור,nan
5952368239-5952368386-0,יוסף טרומפלדור,nan
5952368247-5952367951-0,שאול המלך,9137.0
5952368247-2368568658-0,שאול המלך,9137.0
5952368254-5935473888-0,אהבת ציון,8933.0
5952368254-5952367774-0,אהבת ציון,8933.0
5952368255-5952368267-0,יוסף טרומפלדור,nan
5952368260-5952368445-0,יוסף טרומפלדור,nan
5952368260-5952368267-0,יוסף טרומפלדור,nan
5952368267-5952367933-0,יוסף טרומפלדור,nan
5952368267-5952368260-0,יוסף טרומפלדור,nan
5952368386-5952368239-0,יוסף טרומפלדור,nan
5952368386-5952367904-0,יוסף טרומפלדור,nan
5952368387-5952367772-0,טולידנו,9056.0
5952368387-5952368185-0,טולידנו,9056.0
5952368393-5952375382-0,טולידנו,9056.0
5952368393-5952368401-0,טולידנו,9056.0
5952368399-5935529962-0,שאול המלך,9137.0
5952368399-5935519667-0,שאול המלך,9137.0
5952368400-5952368401-0,טולידנו,9056.0
5952368400-5952367905-0,טולידנו,9056.0
5952368401-5952368393-0,טולידנו,9056.0
5952368401-5952368400-0,טולידנו,9056.0
5952368402-5952367726-0,חומה ומגדל,9049.0
5952368402-5952367977-0,חומה ומגדל,9049.0
5952368405-5952367728-0,העמק,9011.0
5952368405-5952368218-0,העמק,9011.0
5952368406-2368568671-0,חומה ומגדל,9049.0
5952368406-5952367970-0,חומה ומגדל,9049.0
5952368407-5952368210-0,מיזוג גלויות,9081.0
5952368407-5952367909-0,מיזוג גלויות,9081.0
5952368407-5952368218-0,העמק,9011.0
5952368412-1380455425-0,מיזוג גלויות,9081.0
5952368412-5952368414-0,מיזוג גלויות,9081.0
5952368412-5952367911-0,הצנחנים,9014.0
5952368414-5952368412-0,מיזוג גלויות,9081.0
5952368414-5952368416-0,מיזוג גלויות,9081.0
5952368416-5952368414-0,מיזוג גלויות,9081.0
5952368416-5952368230-0,מיזוג גלויות,9081.0
5952368428-5952367717-0,מיזוג גלויות,9081.0
5952368428-5952368443-0,מיזוג גלויות,9081.0
