osm_id,osm_name,final_lams_id
5948187037-11268698496-0,עוזי חיטמן,9100.0
5948187038-11268698496-0,עוזי חיטמן,9100.0
5948187038-9740705173-0,עוזי חיטמן,9100.0
5948187039-5948187024-0,אריק איינשטיין,8949.0
5948187039-9740705173-0,עוזי חיטמן,9100.0
5948187039-5948187040-0,עוזי חיטמן,9100.0
5948187040-5948187039-0,עוזי חיטמן,9100.0
5948187040-5948187041-0,עוזי חיטמן,9100.0
5948187041-5948187040-0,עוזי חיטמן,9100.0
5948187041-5948187042-0,עוזי חיטמן,9100.0
5948187042-5948187041-0,עוזי חיטמן,9100.0
5948187042-9740705164-0,עוזי חיטמן,9100.0
5948187045-9208286647-0,עוזי חיטמן,9100.0
5948187045-9740704980-0,עוזי חיטמן,9100.0
5948187046-9740705052-0,עוזי חיטמן,9100.0
5948187046-13190797725-0,עוזי חיטמן,9100.0
5948187047-5948229757-0,עוזי חיטמן,9100.0
5948187047-9740704986-0,עוזי חיטמן,9100.0
5948187049-9740704990-0,עוזי חיטמן,9100.0
5948187049-9740704991-0,עוזי חיטמן,9100.0
5948187050-5948229803-0,עוזי חיטמן,9100.0
5948187050-9740705056-0,עוזי חיטמן,9100.0
5948187051-9740704994-0,עוזי חיטמן,9100.0
5948187051-5948187033-0,עוזי חיטמן,9100.0
5948187052-5948187033-0,עוזי חיטמן,9100.0
5948187052-9740704995-0,עוזי חיטמן,9100.0
5948187053-9740704997-0,עוזי חיטמן,9100.0
5948187053-5948229707-0,עוזי חיטמן,9100.0
5948187054-9740704999-0,עוזי חיטמן,9100.0
5948187054-9740705000-0,עוזי חיטמן,9100.0
5948187065-9740705020-0,שושנה דמארי,9142.0
5948187065-5948187186-0,שושנה דמארי,9142.0
5948187186-9740705001-0,אהוד מנור,8934.0
5948187186-5948229694-0,אהוד מנור,8934.0
5948187186-5948187065-0,שושנה דמארי,9142.0
5948187191-11626316829-0,אהוד מנור,8934.0
5948187196-11072179460-0,חטיבת גולני,9051.0
5948187196-9740705009-0,חטיבת גולני,9051.0
5948187204-9740705005-0,אהוד מנור,8934.0
5948187217-9740705016-0,חטיבת גולני,9051.0
5948187232-9740705011-0,חטיבת גולני,9051.0
5948187242-5948229766-0,דיין משה,8974.0
5948187251-5948229720-0,חטיבת גולני,9051.0
5948187269-5948226472-0,דיין משה,8974.0
5948187274-9740704939-0,חטיבת גולני,9051.0
5948187274-5948229713-0,חטיבת גולני,9051.0
5948187275-9208286669-0,חטיבת גולני,9051.0
5948187275-5948187276-0,חטיבת גולני,9051.0
5948187276-9208286664-0,חטיבת גולני,9051.0
5948187283-5948187282-0,גולדה מאיר,8965.0
5948187284-5948187283-0,גולדה מאיר,8965.0
5948187485-5948187284-0,גולדה מאיר,8965.0
5948187486-9208286678-0,גולדה מאיר,8965.0
5948187486-5948187487-0,גולדה מאיר,8965.0
5948187487-5948187486-0,גולדה מאיר,8965.0
5948187487-5948187488-0,גולדה מאיר,8965.0
5948187488-5948187487-0,גולדה מאיר,8965.0
5948187488-12389808354-0,גולדה מאיר,8965.0
5948187489-12389808354-0,גולדה מאיר,8965.0
5948187489-5948187490-0,גולדה מאיר,8965.0
5948187490-5948187489-0,גולדה מאיר,8965.0
5948187490-5948187491-0,גולדה מאיר,8965.0
5948187491-5948187490-0,גולדה מאיר,8965.0
5948187491-9740705439-0,גולדה מאיר,8965.0
5948187492-9740705439-0,גולדה מאיר,8965.0
5948187492-5948187493-0,גולדה מאיר,8965.0
5948187493-5948187492-0,גולדה מאיר,8965.0
5948187493-9208286679-0,גולדה מאיר,8965.0
5948187494-9208286679-0,גולדה מאיר,8965.0
5948187494-5948229728-0,גולדה מאיר,8965.0
5948187497-5948229702-0,משה שרת,nan
5948187497-5948187498-0,משה שרת,nan
5948187498-5948187497-0,משה שרת,nan
5948187498-5948187499-0,משה שרת,nan
5948187499-12389808373-0,עוזי חיטמן,9100.0
5948187499-5948187498-0,משה שרת,nan
5948187499-5948187500-0,משה שרת,nan
5948187500-5948187499-0,משה שרת,nan
5948187500-5948187501-0,משה שרת,nan
5948187501-5948187500-0,משה שרת,nan
5948187501-5948187502-0,משה שרת,nan
5948187502-5948187501-0,משה שרת,nan
5948187502-5948187503-0,משה שרת,nan
5948187503-5948187502-0,משה שרת,nan
5948187503-5948187504-0,משה שרת,nan
5948187504-5948187503-0,משה שרת,nan
5948187504-5948187505-0,משה שרת,nan
5948187505-5948187504-0,משה שרת,nan
5948187505-5948187506-0,משה שרת,nan
5948187506-5948187505-0,משה שרת,nan
5948187506-5948187507-0,משה שרת,nan
5948187507-5948187506-0,משה שרת,nan
5948187507-5948187508-0,משה שרת,nan
5948187508-5948187507-0,משה שרת,nan
5948187508-5948187509-0,משה שרת,nan
5948187509-5948187508-0,משה שרת,nan
5948187514-5948187516-0,משה שרת,nan
5948187516-5948187514-0,משה שרת,nan
5948187516-5945952247-0,משה שרת,nan
5948187517-5945952247-0,משה שרת,nan
5948187517-5948187518-0,משה שרת,nan
5948187518-5948187517-0,משה שרת,nan
5948187518-5948187519-0,משה שרת,nan
5948187519-5948187518-0,משה שרת,nan
5948187519-5951961992-0,משה שרת,nan
5948226448-5948187262-0,חטיבת גולני,9051.0
5948226455-5948226448-0,חטיבת גולני,9051.0
5948226456-5936674993-0,הרב יצחק הרצוג,9022.0
5948226460-5948229778-0,דיין משה,8974.0
5948226468-5948187239-0,דיין משה,8974.0
5948226470-5948229715-0,דיין משה,8974.0
5948226472-5948226470-0,דיין משה,8974.0
5948226480-5952146277-0,דיין משה,8974.0
5948226480-5948229766-0,דיין משה,8974.0
5948226480-5948187022-0,קהילת יהודי סלוניקי,nan
5948229686-9740639263-0,חטיבת גולני,9051.0
5948229686-9740704936-0,חטיבת גולני,9051.0
5948229692-9208286628-0,חטיבת גולני,9051.0
5948229692-9740705032-0,חטיבת גולני,9051.0
5948229693-5948226455-0,חטיבת גולני,9051.0
5948229694-9740705000-0,עוזי חיטמן,9100.0
5948229694-5948187186-0,אהוד מנור,8934.0
5948229694-11626316829-0,אהוד מנור,8934.0
5948229697-5948229769-0,דיין משה,8974.0
5948229702-5948229728-0,משה שרת,nan
5948229702-5948187497-0,משה שרת,nan
5948229707-5948187053-0,עוזי חיטמן,9100.0
5948229707-9740704998-0,עוזי חיטמן,9100.0
5948229713-5948229693-0,חטיבת גולני,9051.0
5948229715-5948229753-0,דיין משה,8974.0
5948229716-5945951967-0,כנרת,9071.0
5948229716-5945951984-0,כנרת,9071.0
5948229720-5948229759-0,חטיבת גולני,9051.0
5948229728-5948187494-0,גולדה מאיר,8965.0
5948229728-5948290600-0,גולדה מאיר,8965.0
5948229728-5948229702-0,משה שרת,nan
5948229730-5936674927-0,דיין משה,8974.0
5948229730-5948229753-0,דיין משה,8974.0
5948229740-3707988839-0,הרב יצחק הרצוג,9022.0
5948229740-5945951894-0,הרב יצחק הרצוג,9022.0
5948229743-5948226468-0,דיין משה,8974.0
5948229748-5936674988-0,ירושלים הבירה,9067.0
5948229752-5948226460-0,דיין משה,8974.0
5948229753-5948229697-0,דיין משה,8974.0
5948229753-5948229730-0,דיין משה,8974.0
5948229757-5948187030-0,נחום היימן,9095.0
5948229757-13190797725-0,עוזי חיטמן,9100.0
5948229757-5948187047-0,עוזי חיטמן,9100.0
5948229759-5948187274-0,חטיבת גולני,9051.0
5948229766-5948229752-0,דיין משה,8974.0
5948229766-5948226480-0,דיין משה,8974.0
5948229769-5948229743-0,דיין משה,8974.0
5948229770-5948229792-0,חיים הרצוג,nan
5948229771-5948229792-0,חיים הרצוג,nan
5948229771-1936275613-0,חיים הרצוג,nan
5948229778-5948187250-0,דיין משה,8974.0
5948229788-9740704934-0,קהילת יהודי סלוניקי,nan
5948229788-9740704937-0,קהילת יהודי סלוניקי,nan
5948229792-5948229770-0,חיים הרצוג,nan
5948229792-5948229771-0,חיים הרצוג,nan
5948229803-9740704992-0,עוזי חיטמן,9100.0
5948229803-5948187050-0,עוזי חיטמן,9100.0
5948288644-5950033365-0,חיים ויצמן,nan
5948288645-5948290178-0,בן צבי,8960.0
5948288645-5948288658-0,בן צבי,8960.0
5948288647-5948290608-0,דקל,8975.0
5948288647-5948288652-0,דקל,8975.0
5948288648-3708011605-0,חיים ויצמן,nan
5948288649-5221157295-0,ברוש,8963.0
5948288649-5948290676-0,רימון,9128.0
5948288649-5948290805-0,רימון,9128.0
5948288650-5948289753-0,חיים ויצמן,nan
5948288652-5948288647-0,דקל,8975.0
5948288652-5948288657-0,דקל,8975.0
5948288653-5948290590-0,"זלמן שז""ר",
5948288653-5948290116-0,בן גוריון,8957.0
5948288653-5948288654-0,בן גוריון,8957.0
5948288654-5948288653-0,בן גוריון,8957.0
5948288654-5948288660-0,בן גוריון,8957.0
5948288655-5948290662-0,רותם,9120.0
5948288655-5948290821-0,רותם,9120.0
5948288657-5948288652-0,דקל,8975.0
5948288657-5948289908-0,דקל,8975.0
5948288658-5948289778-0,בן צבי,8960.0
5948288658-5948288645-0,בן צבי,8960.0
5948288660-5948288654-0,בן גוריון,8957.0
5948288660-5948289918-0,בן גוריון,8957.0
5948288661-5948290161-0,השקמה,nan
5948288661-5948289963-0,רימון,9128.0
5948288661-5948290676-0,רימון,9128.0
5948288662-5948290157-0,צפצפה,9110.0
5948288662-5948289898-0,רימון,9128.0
5948288662-5948290140-0,רימון,9128.0
5948288663-5948289893-0,השקמה,nan
5948288663-5948290788-0,רימון,9128.0
5948288663-5948288684-0,רימון,9128.0
5948288664-5948289735-0,חיים ויצמן,nan
5948288665-5948289738-0,בן צבי,8960.0
5948288666-5948290135-0,בן צבי,8960.0
5948288666-5949897827-0,בן צבי,8960.0
5948288669-5948290658-0,חיים ויצמן,nan
5948288672-5948289685-0,צפצפה,9110.0
5948288672-5948290660-0,צפצפה,9110.0
5948288673-5948290140-0,רימון,9128.0
5948288673-5948290789-0,רימון,9128.0
5948288676-5948288677-0,בן צבי,8960.0
5948288676-5948289983-0,בן צבי,8960.0
5948288677-5951822766-0,פיקוס,9104.0
5948288677-5948290120-0,בן גוריון,8957.0
5948288677-5948290128-0,בן גוריון,8957.0
5948288677-5948288676-0,בן צבי,8960.0
5948288679-5948290808-0,ברוש,8963.0
5948288679-5949897825-0,בן גוריון,8957.0
5948288679-5948289984-0,בן גוריון,8957.0
5948288682-5948290110-0,בן צבי,8960.0
5948288683-5948290146-0,ברוש,8963.0
5948288683-5221157295-0,ברוש,8963.0
5948288684-5948289733-0,בן גוריון,8957.0
5948288684-5948289691-0,בן גוריון,8957.0
5948288684-5948288663-0,רימון,9128.0
5948288684-5948289905-0,רימון,9128.0
5948289685-5948289960-0,צפצפה,9110.0
5948289685-5948288672-0,צפצפה,9110.0
5948289689-5948288648-0,חיים ויצמן,nan
5948289690-5948289959-0,חיים ויצמן,nan
5948289691-5948289707-0,בן גוריון,8957.0
5948289691-5948288684-0,בן גוריון,8957.0
5948289693-2368541506-0,השקמה,nan
5948289693-5948290636-0,השקמה,nan
5948289695-2368541425-0,בן צבי,8960.0
5948289696-5948290660-0,צפצפה,9110.0
5948289696-5948290832-0,צפצפה,9110.0
5948289698-5948290804-0,חיים ויצמן,nan
5948289700-5948289766-0,צפצפה,9110.0
5948289700-5948289728-0,צפצפה,9110.0
5948289703-5948289779-0,דקל,8975.0
5948289704-5948288644-0,חיים ויצמן,nan
5948289705-5948290103-0,אשל,8950.0
5948289705-5948290166-0,אשל,8950.0
5948289706-5948290158-0,דקל,8975.0
5948289706-5948290604-0,דקל,8975.0
5948289707-5948289935-0,בן גוריון,8957.0
5948289708-5948289928-0,כליל החורש,9069.0
5948289709-5948289758-0,חיים ויצמן,nan
5948289710-5948290601-0,צפצפה,9110.0
5948289710-5948289766-0,צפצפה,9110.0
5948289710-5948290646-0,שיטה,9145.0
5948289710-5948289762-0,שיטה,9145.0
5948289711-5948289783-0,בן צבי,8960.0
5948289711-5948290645-0,בן צבי,8960.0
5948289713-5948290673-0,אלה,8943.0
5948289713-5950033368-0,"זלמן שז""ר",
5948289713-5948289973-0,"זלמן שז""ר",
5948289714-5948290660-0,תאנה,9167.0
5948289714-5948289952-0,תאנה,9167.0
5948289717-5948289690-0,חיים ויצמן,nan
5948289721-5948289726-0,חיים ויצמן,nan
5948289725-1380555158-0,אשל,8950.0
5948289725-5948290103-0,אשל,8950.0
5948289726-5948290626-0,חיים ויצמן,nan
5948289727-5948290636-0,השקמה,nan
5948289727-5948290654-0,השקמה,nan
5948289728-5948289700-0,צפצפה,9110.0
5948289728-5948289782-0,צפצפה,9110.0
5948289729-5948289732-0,צפצפה,9110.0
5948289729-5948289960-0,צפצפה,9110.0
5948289731-5948289749-0,בן גוריון,8957.0
5948289731-5949897822-0,בן גוריון,8957.0
5948289732-5948290096-0,צפצפה,9110.0
5948289732-5948289729-0,צפצפה,9110.0
5948289733-5948289956-0,בן גוריון,8957.0
5948289733-5948288684-0,בן גוריון,8957.0
5948289735-5948289709-0,חיים ויצמן,nan
5948289736-5948289932-0,חיים ויצמן,nan
5948289738-5948289902-0,בן צבי,8960.0
5948289739-5948290792-0,חיים ויצמן,nan
5948289740-5948290648-0,בן גוריון,8957.0
5948289740-5948289907-0,בן גוריון,8957.0
5948289741-5948289910-0,פיקוס,9104.0
5948289743-5948290651-0,צפצפה,9110.0
5948289743-5948290590-0,צפצפה,9110.0
5948289745-5948289983-0,בן צבי,8960.0
5948289745-5948289957-0,בן צבי,8960.0
5948289746-5948288650-0,חיים ויצמן,nan
5948289748-5948288669-0,חיים ויצמן,nan
5948289749-5948289907-0,בן גוריון,8957.0
5948289749-5948289731-0,בן גוריון,8957.0
5948289750-5948289969-0,בן גוריון,8957.0
5948289750-5948290594-0,בן גוריון,8957.0
5948289753-5948289940-0,חיים ויצמן,nan
5948289757-5948289965-0,בן צבי,8960.0
5948289757-5948290135-0,בן צבי,8960.0
5948289758-5948290642-0,חיים ויצמן,nan
5948289759-5948290152-0,שיטה,9145.0
5948289760-5948290087-0,כליל החורש,9069.0
5948289760-5948289928-0,כליל החורש,9069.0
5948289761-5948289921-0,חיים ויצמן,nan
5948289762-5948289710-0,שיטה,9145.0
5948289762-5948289736-0,חיים ויצמן,nan
5948289763-5948290677-0,חיים ויצמן,nan
5948289764-5948289750-0,בן גוריון,8957.0
5948289765-5948290167-0,חיים ויצמן,nan
5948289765-5948290644-0,חיים ויצמן,nan
5948289766-5948289710-0,צפצפה,9110.0
5948289766-5948289700-0,צפצפה,9110.0
5948289767-5948290637-0,פיקוס,9104.0
5948289767-5948290102-0,פיקוס,9104.0
5948289768-5948290623-0,חיים ויצמן,nan
5948289768-5948290603-0,חיים ויצמן,nan
5948289769-5948290818-0,חיים ויצמן,nan
5948289778-5948289695-0,בן צבי,8960.0
5948289780-5948290606-0,בן צבי,8960.0
5948289780-5949897821-0,בן צבי,8960.0
5948289782-5948289728-0,צפצפה,9110.0
5948289782-5948290802-0,צפצפה,9110.0
5948289783-5948289957-0,בן צבי,8960.0
5948289783-5948289711-0,בן צבי,8960.0
5948289784-5948289925-0,השקמה,nan
5948289784-6126208435-0,השקמה,nan
5948289888-5948290638-0,פיקוס,9104.0
5948289888-5948290637-0,פיקוס,9104.0
5948289891-5948289894-0,"זלמן שז""ר",
5948289893-5948288663-0,השקמה,nan
5948289893-5949894218-0,השקמה,nan
5948289893-5948289975-0,השקמה,nan
5948289894-5948290181-0,"זלמן שז""ר",
5948289894-5948289891-0,"זלמן שז""ר",
5948289895-5948290100-0,חיים ויצמן,nan
5948289898-5948290679-0,רימון,9128.0
5948289898-5948288662-0,רימון,9128.0
5948289899-5948288658-0,בן צבי,8960.0
5948289900-5949909107-0,"זלמן שז""ר",
5948289900-5948290785-0,"זלמן שז""ר",
5948289902-2368541489-0,בן צבי,8960.0
5948289903-5948289918-0,בן גוריון,8957.0
5948289903-5948290674-0,בן גוריון,8957.0
5948289905-5948288684-0,רימון,9128.0
5948289905-5948290605-0,רימון,9128.0
5948289906-5948288665-0,בן צבי,8960.0
5948289906-5935452871-0,בן צבי,8960.0
5948289907-2368541498-0,אלון,8944.0
5948289907-5948289740-0,בן גוריון,8957.0
5948289907-5948289749-0,בן גוריון,8957.0
5948289908-5948288657-0,דקל,8975.0
5948289908-5948290786-0,דקל,8975.0
5948289910-5948289741-0,פיקוס,9104.0
5948289910-5948290638-0,פיקוס,9104.0
5948289911-1380555199-0,ארז,8948.0
5948289911-5948290666-0,ארז,8948.0
5948289912-5948289927-0,"זלמן שז""ר",
5948289912-5948290095-0,"זלמן שז""ר",
5948289913-5948290124-0,דקל,8975.0
5948289913-5948290608-0,דקל,8975.0
5948289914-5948290805-0,רימון,9128.0
5948289914-5948290682-0,רימון,9128.0
5948289916-5948289764-0,בן גוריון,8957.0
5948289917-5949897821-0,בן צבי,8960.0
5948289917-5948289944-0,בן צבי,8960.0
5948289918-5948288660-0,בן גוריון,8957.0
5948289918-5948289903-0,בן גוריון,8957.0
5948289919-1380555541-0,שקד,9164.0
5948289919-5949897822-0,בן גוריון,8957.0
5948289919-5949897826-0,בן גוריון,8957.0
5948289921-5948289698-0,חיים ויצמן,nan
5948289923-5948290137-0,חיים ויצמן,nan
5948289924-5948290166-0,אשל,8950.0
5948289924-5948290180-0,אשל,8950.0
5948289925-5948290654-0,השקמה,nan
5948289925-5948289784-0,השקמה,nan
5948289926-5950033368-0,"זלמן שז""ר",
5948289927-5948290592-0,"זלמן שז""ר",
5948289927-5948289912-0,"זלמן שז""ר",
5948289928-5948289760-0,כליל החורש,9069.0
5948289928-5948289708-0,כליל החורש,9069.0
5948289930-5948290789-0,רימון,9128.0
5948289932-5948290599-0,חיים ויצמן,nan
5948289933-5948290086-0,דקל,8975.0
5948289933-5948290604-0,דקל,8975.0
5948289935-5948290593-0,בן גוריון,8957.0
5948289936-5948290796-0,תאנה,9167.0
5948289936-5948290089-0,תאנה,9167.0
5948289937-5948290607-0,גולדה מאיר,8965.0
5948289937-12389808374-0,גולדה מאיר,8965.0
5948289940-5948290650-0,חיים ויצמן,nan
5948289942-5948290183-0,רימון,9128.0
5948289944-5948289917-0,בן צבי,8960.0
5948289944-5948289965-0,בן צבי,8960.0
5948289945-5948290585-0,דולב,8971.0
5948289945-5948290150-0,דולב,8971.0
5948289946-5948290646-0,שיטה,9145.0
5948289946-5948290122-0,שיטה,9145.0
5948289947-5948289969-0,בן גוריון,8957.0
5948289947-5949897828-0,בן גוריון,8957.0
5948289948-5948290170-0,חיים ויצמן,nan
5948289949-5948290814-0,בן צבי,8960.0
5948289949-5948290586-0,בן צבי,8960.0
5948289950-5948289980-0,בן גוריון,8957.0
5948289950-5948289956-0,בן גוריון,8957.0
5948289952-5948289714-0,תאנה,9167.0
5948289952-5948290796-0,תאנה,9167.0
5948289953-5948289899-0,בן צבי,8960.0
5948289954-5948290635-0,רימון,9128.0
5948289954-5948290788-0,רימון,9128.0
5948289955-5948290095-0,"זלמן שז""ר",
5948289955-5948290159-0,"זלמן שז""ר",
5948289956-5948289950-0,בן גוריון,8957.0
5948289956-5948289733-0,בן גוריון,8957.0
5948289957-5948289745-0,בן צבי,8960.0
5948289957-5948289783-0,בן צבי,8960.0
5948289958-5948290791-0,חיים ויצמן,nan
5948289959-5948290819-0,חיים ויצמן,nan
5948289960-5948289729-0,צפצפה,9110.0
5948289960-5948289685-0,צפצפה,9110.0
5948289961-5948290798-0,דקל,8975.0
5948289961-5951701190-0,דקל,8975.0
5948289962-5951701265-0,בן צבי,8960.0
5948289962-5948290814-0,בן צבי,8960.0
5948289963-5948288661-0,רימון,9128.0
5948289965-5948289944-0,בן צבי,8960.0
5948289965-5948289757-0,בן צבי,8960.0
5948289968-5948290153-0,בן גוריון,8957.0
5948289968-5948290116-0,בן גוריון,8957.0
5948289969-5948289750-0,בן גוריון,8957.0
5948289969-5948289947-0,בן גוריון,8957.0
5948289970-5948290683-0,בן צבי,8960.0
5948289971-5948290169-0,חיים ויצמן,nan
5948289972-5948288664-0,חיים ויצמן,nan
5948289973-5948290817-0,ארז,8948.0
5948289973-5948289713-0,"זלמן שז""ר",
5948289973-5948290653-0,"זלמן שז""ר",
5948289974-5948290655-0,כליל החורש,9069.0
5948289974-5948290624-0,כליל החורש,9069.0
5948289975-6126208435-0,השקמה,nan
5948289975-5948289893-0,השקמה,nan
5948289976-5948290089-0,תאנה,9167.0
5948289976-5948289977-0,תאנה,9167.0
5948289977-5948289976-0,תאנה,9167.0
5948289978-5948289948-0,חיים ויצמן,nan
5948289980-5948290795-0,בן גוריון,8957.0
5948289980-5948289950-0,בן גוריון,8957.0
5948289982-5948289748-0,חיים ויצמן,nan
5948289983-5948288676-0,בן צבי,8960.0
5948289983-5948289745-0,בן צבי,8960.0
5948289984-5948288679-0,בן גוריון,8957.0
5948289984-5948290648-0,בן גוריון,8957.0
5948290085-5948290098-0,חיים ויצמן,nan
5948290086-5951701190-0,דקל,8975.0
5948290086-5948289933-0,דקל,8975.0
5948290087-5948290119-0,כליל החורש,9069.0
5948290087-5948289760-0,כליל החורש,9069.0
5948290089-5948289936-0,תאנה,9167.0
5948290089-5948289976-0,תאנה,9167.0
5948290091-5948290673-0,אלה,8943.0
5948290091-5948290109-0,אלה,8943.0
5948290092-5948290099-0,"זלמן שז""ר",
5948290092-5948290596-0,"זלמן שז""ר",
5948290093-5948289970-0,בן צבי,8960.0
5948290095-5948289912-0,"זלמן שז""ר",
5948290095-5948289955-0,"זלמן שז""ר",
5948290096-5948290157-0,צפצפה,9110.0
5948290096-5948289732-0,צפצפה,9110.0
5948290098-5948290160-0,חיים ויצמן,nan
5948290099-5948290785-0,"זלמן שז""ר",
5948290099-5948290092-0,"זלמן שז""ר",
5948290100-5948289763-0,חיים ויצמן,nan
5948290102-5948289767-0,פיקוס,9104.0
5948290102-5951818971-0,פיקוס,9104.0
5948290103-5948289725-0,אשל,8950.0
5948290103-5948289705-0,אשל,8950.0
5948290104-5948290175-0,חיים ויצמן,nan
5948290107-5948290663-0,רימון,9128.0
5948290107-5948290659-0,רימון,9128.0
5948290109-5948290091-0,אלה,8943.0
5948290109-1423105610-0,אלה,8943.0
5948290110-5948290093-0,בן צבי,8960.0
5948290110-5935452876-0,בן צבי,8960.0
5948290111-5948290131-0,גולדה מאיר,8965.0
5948290111-5948290113-0,גולדה מאיר,8965.0
5948290113-5948290111-0,גולדה מאיר,8965.0
5948290113-1936275578-0,גולדה מאיר,8965.0
5948290114-5948290598-0,דקל,8975.0
5948290114-5948290145-0,דקל,8975.0
5948290115-5948290150-0,דולב,8971.0
5948290116-5948289968-0,בן גוריון,8957.0
5948290116-5948288653-0,בן גוריון,8957.0
5948290117-5948290666-0,ארז,8948.0
5948290117-5948290164-0,ארז,8948.0
5948290118-5948290674-0,בן גוריון,8957.0
5948290118-5948290797-0,בן גוריון,8957.0
5948290119-5948290163-0,כליל החורש,9069.0
5948290119-5948290087-0,כליל החורש,9069.0
5948290120-5948290641-0,דולב,8971.0
5948290120-5949897826-0,בן גוריון,8957.0
5948290120-5948288677-0,בן גוריון,8957.0
5948290122-5948289946-0,שיטה,9145.0
5948290122-5948290152-0,שיטה,9145.0
5948290123-5948290624-0,כליל החורש,9069.0
5948290123-5948290643-0,כליל החורש,9069.0
5948290124-5948290173-0,דקל,8975.0
5948290124-5948289913-0,דקל,8975.0
5948290128-5948288677-0,בן גוריון,8957.0
5948290128-5948290153-0,בן גוריון,8957.0
5948290129-5949897823-0,בן צבי,8960.0
5948290129-5951701265-0,בן צבי,8960.0
5948290131-5948290625-0,גולדה מאיר,8965.0
5948290131-5948290111-0,גולדה מאיר,8965.0
5948290132-5948290821-0,רותם,9120.0
5948290135-5948289757-0,בן צבי,8960.0
5948290135-5948288666-0,בן צבי,8960.0
5948290136-5948290615-0,בן צבי,8960.0
5948290137-5948289704-0,חיים ויצמן,nan
5948290140-5948288662-0,רימון,9128.0
5948290140-5948288673-0,רימון,9128.0
5948290143-5948290161-0,השקמה,nan
5948290143-5948290793-0,השקמה,nan
5948290145-5948290114-0,דקל,8975.0
5948290145-5948290173-0,דקל,8975.0
5948290146-5948290808-0,ברוש,8963.0
5948290146-5948288683-0,ברוש,8963.0
5948290148-5948290826-0,חיים ויצמן,nan
5948290148-5948290167-0,חיים ויצמן,nan
5948290150-5948289945-0,דולב,8971.0
5948290150-5948290115-0,דולב,8971.0
5948290151-5951701738-0,"זלמן שז""ר",
5948290151-5949909107-0,"זלמן שז""ר",
5948290152-5948290122-0,שיטה,9145.0
5948290152-5948289759-0,שיטה,9145.0
5948290153-5948290128-0,בן גוריון,8957.0
5948290153-5948289968-0,בן גוריון,8957.0
5948290154-5948290802-0,צפצפה,9110.0
5948290154-5949903960-0,צפצפה,9110.0
5948290155-5948289971-0,חיים ויצמן,nan
5948290157-5948290655-0,כליל החורש,9069.0
5948290157-5948288662-0,צפצפה,9110.0
5948290157-5948290096-0,צפצפה,9110.0
5948290158-5948290172-0,דקל,8975.0
5948290159-5948289955-0,"זלמן שז""ר",
5948290159-5949888686-0,"זלמן שז""ר",
5948290160-5948289762-0,חיים ויצמן,nan
5948290161-5948288661-0,השקמה,nan
5948290161-5948290143-0,השקמה,nan
5948290163-5948290179-0,כליל החורש,9069.0
5948290163-5948290119-0,כליל החורש,9069.0
5948290164-5948290117-0,ארז,8948.0
5948290164-5948290817-0,ארז,8948.0
5948290166-5948289705-0,אשל,8950.0
5948290166-5948289924-0,אשל,8950.0
5948290167-5948290148-0,חיים ויצמן,nan
5948290167-5948289765-0,חיים ויצמן,nan
5948290169-5948289721-0,חיים ויצמן,nan
5948290170-5948290171-0,חיים ויצמן,nan
5948290171-5948288646-0,חיים ויצמן,nan
5948290172-5948289703-0,דקל,8975.0
5948290173-5948290145-0,דקל,8975.0
5948290173-5948290124-0,דקל,8975.0
5948290175-5948290085-0,חיים ויצמן,nan
5948290176-5948290616-0,רימון,9128.0
5948290178-5948290586-0,בן צבי,8960.0
5948290178-5948288645-0,בן צבי,8960.0
5948290179-5948290643-0,כליל החורש,9069.0
5948290179-5948290163-0,כליל החורש,9069.0
5948290180-5948289924-0,אשל,8950.0
5948290180-5948290653-0,אשל,8950.0
5948290181-5949888686-0,"זלמן שז""ר",
5948290181-5948289894-0,"זלמן שז""ר",
5948290181-5948290653-0,"זלמן שז""ר",
5948290585-5948290641-0,דולב,8971.0
5948290585-5948289945-0,דולב,8971.0
5948290586-5948289949-0,בן צבי,8960.0
5948290586-5948290178-0,בן צבי,8960.0
5948290588-5948290801-0,דקל,8975.0
5948290588-5948290598-0,דקל,8975.0
5948290589-5948289916-0,בן גוריון,8957.0
5948290590-5948289743-0,צפצפה,9110.0
5948290590-5948288653-0,"זלמן שז""ר",
5948290590-5948290792-0,"זלמן שז""ר",
5948290592-5948290596-0,"זלמן שז""ר",
5948290592-5948289927-0,"זלמן שז""ר",
5948290594-5948290809-0,בן גוריון,8957.0
5948290596-5948290092-0,"זלמן שז""ר",
5948290596-5948290592-0,"זלמן שז""ר",
5948290598-5948290588-0,דקל,8975.0
5948290598-5948290114-0,דקל,8975.0
5948290599-5948289717-0,חיים ויצמן,nan
5948290600-5948229728-0,גולדה מאיר,8965.0
5948290600-5948290607-0,גולדה מאיר,8965.0
5948290601-5948290832-0,צפצפה,9110.0
5948290601-5948289710-0,צפצפה,9110.0
5948290603-5948289768-0,חיים ויצמן,nan
5948290603-5948290830-0,חיים ויצמן,nan
5948290604-5948289933-0,דקל,8975.0
5948290604-5948289706-0,דקל,8975.0
5948290605-5948289905-0,רימון,9128.0
5948290605-5948290663-0,רימון,9128.0
5948290606-5949897824-0,בן צבי,8960.0
5948290606-5948289780-0,בן צבי,8960.0
5948290607-5948290600-0,גולדה מאיר,8965.0
5948290607-5948289937-0,גולדה מאיר,8965.0
5948290608-5948289913-0,דקל,8975.0
